mass_A
t	x	y
0.0	0.14781371061246962	-0.17155483740350375
0.48	0.17741119806523814	-0.24208572514165919
0.32	0.16304908720729838	-0.20923553139765616
0.2	0.15427600454327114	-0.19073455100146294
0.12000000000000023	0.1494359328865088	-0.18115414413646827
0.3600000000000002	0.16619420116355116	-0.21658883217414712
0.40000000000000024	0.16977253545836551	-0.22446941192290631
0.56	0.18582147583277767	-0.26222857000990973
0.16000000000000023	0.15177388523301166	-0.18571630579216622
0.08	0.14829214451000994	-0.17775213685802224
0.52	0.18127345368417486	-0.25200428420374743
0.6800000000000003	0.20062588805425663	-0.29720136627416677
0.28	0.15981616039507093	-0.20262291999977416
0.04	0.14826100918640292	-0.173448713998195
0.6400000000000002	0.1952676269896641	-0.2850941033668841
0.72	0.20614246041338993	-0.30953965733309735
0.8	0.21821789503499037	-0.33677647651193643
0.76	0.21229084538403073	-0.3231186538814016
0.84	0.22506702327784556	-0.3512805821304074
0.44	0.17337284946093862	-0.23293692014468848
0.6000000000000002	0.19088284269708986	-0.27294690393607063
0.24	0.15689659817773194	-0.19641454853808743
0.88	0.23208805010697142	-0.3658271716242046
0.92	0.239742124734449	-0.3813280584230323
1.0000000000000004	0.2568192396339463	-0.41329661310948274
1.0400000000000005	0.26631407906331933	-0.429492425067059
0.96	0.24808677754548827	-0.39722873841147444
1.0800000000000005	0.27678487624562664	-0.4464585212987779
1.12	0.2882785318993775	-0.46308039164499903
1.16	0.30077460015820606	-0.47957791479316497
1.2	0.31404286287784006	-0.496024642062591
1.24	0.3282660471473338	-0.5119186913050143
1.28	0.3434271102511804	-0.5288420488983703
1.32	0.36049126439087803	-0.5444296405835011
1.36	0.37830531599590755	-0.5591702774952637
1.4	0.39731314707006354	-0.5727937055963672
1.44	0.4174136819250315	-0.5860145096045137
1.4800000000000004	0.438336066416283	-0.5981943863499007
1.5200000000000005	0.45984391432822713	-0.6099518511299491
1.5600000000000005	0.48215669269900047	-0.6207294139247133
1.6000000000000005	0.505388963935895	-0.6290189223580063
1.64	0.5275858866205585	-0.6407351063982241
1.68	0.5517495053352653	-0.6501552239931548
1.72	0.5759700467219661	-0.6587064395883542
1.76	0.6005200672282065	-0.6671778890739896
1.8	0.6249143244902932	-0.6743493897443967
1.84	0.6503358558568841	-0.6815125583961167
1.88	0.6759981012181109	-0.6878666947438693
1.92	0.7025162792392958	-0.6928581184462664
1.96	0.728371478003158	-0.6985594917006085
2.0000000000000004	0.7540363266098086	-0.7024744507385111
2.0400000000000005	0.7806472139527209	-0.7061114003955165
2.0800000000000005	0.8070928325314634	-0.7087942802283345
2.1200000000000006	0.8336191229356048	-0.7114020638611258
2.16	0.8607616607433815	-0.7136209275016752
2.2	0.8883068481411676	-0.7134049761232888
2.24	0.914482134942915	-0.7159022528386242
2.28	0.9412041122009656	-0.7161472846387218
2.32	0.9681063223523892	-0.7162421258330957
2.36	0.9944873165737982	-0.7157477659127346
2.4	1.0209630128851188	-0.7144548997823602
2.44	1.0470570139168565	-0.7128083992384069
2.4800000000000004	1.0739483432508468	-0.7083732545002063
2.5200000000000005	1.098937476389839	-0.7062411994476526
2.5600000000000005	1.1239394285086424	-0.701740965875093
2.6000000000000005	1.148929709068812	-0.6965903825897526
2.6400000000000006	1.1732750647973231	-0.6903144968896602
2.6800000000000006	1.196970894469246	-0.6822629496635764
2.72	1.220214538810026	-0.6733490430511103
2.76	1.2422248339503708	-0.6616879237914145
2.8	1.262991558290936	-0.6502176111804593
2.84	1.2827654882863058	-0.6378355029451774
2.88	1.3012791635757988	-0.6237942918593378
2.92	1.318678048817155	-0.6099318695945457
2.96	1.3354485256803799	-0.595922497605005
3.0	1.351631756959596	-0.5821539503210932
3.04	1.3678251295211863	-0.5677732612298236
3.08	1.382719380264778	-0.5529397792137378
3.12	1.3981083160819117	-0.539146495081364
3.16	1.4129533819076843	-0.5259352489533318
3.2	1.4264844649567299	-0.5107359770743213
